	"Can_5_hg38.genes.results"	"Can_6_hg38.genes.results"	"CTR_1_hg38.genes.results"	"CTR_2_hg38.genes.results"
"ENSG00000273363_AL353801.3"	0.00	0.00	1.00	2.00
"ENSG00000273365_AL451074.6"	0.00	0.00	0.00	0.00
"ENSG00000273366_Z83851.2"	1.00	1.00	1.00	1.00
"ENSG00000273367_AL355472.4"	0.00	0.00	0.00	0.00
"ENSG00000273368_AC006566.1"	1.00	0.00	0.00	0.00
"ENSG00000273369_AC096586.2"	4.00	1.00	7.00	0.00
"ENSG00000273370_AC108747.1"	0.00	0.00	0.00	0.00
"ENSG00000273372_SFTPD-AS1"	0.00	0.00	0.00	0.00
"ENSG00000273373_AL355488.2"	10.00	5.00	5.00	8.00
"ENSG00000273374_AC069222.1"	0.00	0.00	0.00	1.00
"ENSG00000273375_AC055764.2"	0.00	1.00	0.00	1.00
"ENSG00000273377_AC004853.2"	0.00	0.00	0.00	0.00
"ENSG00000273381_AL158071.4"	0.00	0.00	0.00	0.00
"ENSG00000273382_AL356488.3"	16.00	15.00	6.00	12.00
"ENSG00000273384_AL137796.1"	0.00	1.00	0.00	0.00
"ENSG00000273387_AC005005.3"	15.00	6.00	13.00	12.00
"ENSG00000273388_AC005291.2"	4.00	5.00	2.00	1.00
"ENSG00000273391_AC083880.1"	3.00	0.00	1.00	2.00
"ENSG00000273394_AC128687.2"	0.00	0.00	0.00	0.00
"ENSG00000273396_LINC01396"	0.00	0.00	0.00	0.00
"ENSG00000273398_AC017083.4"	50.52	53.12	54.10	72.38
"ENSG00000273399_AL159169.3"	0.00	0.00	0.00	1.00
"ENSG00000273402_AC004908.3"	2.00	1.00	1.00	0.00
"ENSG00000273403_AC107294.3"	0.00	0.00	0.00	0.00
"ENSG00000273406_AC245008.1"	0.00	0.00	0.00	0.00
"ENSG00000273407_AC069294.1"	0.00	0.00	0.00	0.00
"ENSG00000273408_AP002345.2"	0.00	0.00	0.00	0.00
"ENSG00000273409_AP003481.1"	0.00	0.00	0.00	0.00
"ENSG00000273413_AL136982.7"	0.00	0.00	0.00	0.00
"ENSG00000273415_AP000904.1"	0.00	0.00	0.00	0.00
"ENSG00000273416_AL732292.2"	0.00	0.00	1.00	0.00
"ENSG00000273419_AC004877.1"	26.00	26.00	29.00	38.00
"ENSG00000273420_AC008738.7"	23.97	38.33	22.93	33.76
"ENSG00000273423_OR13I1P"	0.00	0.00	0.00	0.00
"ENSG00000273424_AL008582.1"	0.00	0.00	0.00	0.00
"ENSG00000273428_AC004832.6"	0.00	0.00	1.00	0.00
"ENSG00000273432_AC004951.4"	9.67	14.33	21.90	19.55
"ENSG00000273433_AC004080.6"	0.00	0.00	0.00	0.00
"ENSG00000273434_AC090115.4"	0.00	0.00	0.00	0.00
"ENSG00000273437_AC108673.3"	1.00	1.00	0.00	1.00
"ENSG00000273442_AC006946.3"	0.00	0.00	0.00	0.00
"ENSG00000273443_AL645608.9"	0.00	0.00	1.00	0.00
"ENSG00000273444_AC006023.2"	0.00	0.00	0.00	0.00
"ENSG00000273445_AC133644.2"	0.00	0.00	1.00	0.00
"ENSG00000273447_AC004067.1"	1.00	0.00	2.00	2.00
"ENSG00000273448_AC006480.2"	5.00	2.00	4.00	3.00
"ENSG00000273449_AC093788.1"	1.00	3.00	1.00	1.00
"ENSG00000273450_AL139124.1"	0.00	0.00	0.00	0.00
"ENSG00000273451_AL031666.3"	0.00	2.00	1.00	1.00
"ENSG00000273454_AC112503.2"	0.00	0.00	0.00	1.00
"ENSG00000273455_AC072039.2"	0.00	0.00	0.00	0.00
"ENSG00000273456_AC064836.3"	0.00	1.00	1.00	3.00
"ENSG00000273461_AC105265.3"	0.00	0.00	0.00	0.00
"ENSG00000273464_AP000238.1"	0.00	0.00	1.00	0.00
"ENSG00000273466_AC012510.1"	14.00	15.00	9.00	7.00
"ENSG00000273471_AC112229.4"	4.47	3.19	0.00	0.00
"ENSG00000273472_AC096733.2"	20.00	22.00	13.00	26.00
"ENSG00000273473_BX649601.1"	1.00	0.00	1.00	0.00
"ENSG00000273474_AL157392.4"	0.00	1.00	2.00	1.00
"ENSG00000273476_AL133215.3"	0.00	0.00	0.00	0.00
"ENSG00000273478_AC099676.1"	3.00	1.00	7.00	9.00
"ENSG00000273481_AL391069.4"	0.00	0.00	0.00	0.00
"ENSG00000273483_AL354760.1"	1.00	0.00	0.00	2.00
"ENSG00000273484_OR6R2P"	0.00	0.00	0.00	0.00
"ENSG00000273485_AL139339.2"	13.00	18.00	17.00	16.00
"ENSG00000273486_AC096992.2"	5.00	5.00	6.00	7.00
"ENSG00000273487_AC104836.2"	0.00	0.00	0.00	0.00
"ENSG00000273489_AC008264.2"	93.00	92.00	125.00	117.00
"ENSG00000273492_AP000229.1"	4.00	1.00	2.00	2.00
"ENSG00000273493_AC098479.1"	0.00	0.00	0.00	0.00
"ENSG00000273497_AL359198.2"	0.00	0.00	0.00	0.00
"ENSG00000273499_SNORA40"	0.00	0.00	0.00	0.00
"ENSG00000273500_MIR6129"	0.00	0.00	0.00	0.00
"ENSG00000273507_AL354809.1"	0.00	0.00	0.00	0.00
"ENSG00000273509_CNTNAP3P1"	0.00	0.00	0.00	0.00
"ENSG00000273512_AC022748.3"	0.00	0.00	0.00	0.00
"ENSG00000273513_TBC1D3K"	42.00	22.28	19.26	35.19
"ENSG00000273514_FOXD4L6"	0.00	1.00	1.00	0.00
"ENSG00000273515_DAOA-AS1_2"	0.00	0.00	0.00	0.00
"ENSG00000273516_U1"	0.00	0.00	0.00	0.00
"ENSG00000273520_SPDYE8P"	0.00	0.00	0.44	0.00
"ENSG00000273521_AL162274.1"	2.00	2.00	1.00	0.00
"ENSG00000273523_AL139082.1"	0.00	0.00	0.00	0.00
"ENSG00000273524_Metazoa_SRP"	0.00	0.00	0.00	1.00
"ENSG00000273536_AC121758.3"	0.00	0.00	0.00	0.00
"ENSG00000273537_ZEB2_AS1_3"	0.00	0.00	0.00	0.00
"ENSG00000273540_AGBL1"	0.00	0.00	0.00	0.00
"ENSG00000273541_DLEU1_2"	0.00	2.14	0.00	0.82
"ENSG00000273542_HIST1H4K"	0.00	0.00	0.00	0.85
"ENSG00000273544_SNORA44"	0.00	0.00	0.00	0.00
"ENSG00000273549_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273550_AL354810.1"	0.00	0.00	0.00	0.00
"ENSG00000273551_AC120498.8"	0.00	0.00	0.00	0.00
"ENSG00000273552_AL136439.1"	0.00	0.00	0.00	0.00
"ENSG00000273553_AC016597.2"	0.00	0.00	0.00	0.00
"ENSG00000273555_MIR6812"	0.00	0.00	0.00	0.00
"ENSG00000273557_AC008781.3"	0.00	0.00	0.00	0.00
"ENSG00000273558_AL512310.11"	0.00	0.00	0.00	0.00
"ENSG00000273559_CWC25"	278.00	261.00	287.00	313.00
"ENSG00000273565_AL691403.2"	0.00	0.00	0.00	0.00
"ENSG00000273566_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273567_REXO1L3P"	0.00	0.00	0.00	0.00
"ENSG00000273568_AC131009.3"	0.00	1.00	1.00	0.00
"ENSG00000273569_AC008432.1"	0.00	0.00	0.00	0.00
"ENSG00000273570_RMST_5"	0.00	0.00	0.00	0.00
"ENSG00000273571_ST7-OT4_2"	0.00	0.00	0.00	0.00
"ENSG00000273573_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273576_AC009283.1"	14.00	8.00	10.00	9.00
"ENSG00000273580_AC087072.2"	0.00	0.00	0.00	0.00
"ENSG00000273582_AC009093.5"	0.00	0.00	0.00	0.00
"ENSG00000273584_AC096708.4"	0.00	0.00	0.00	0.00
"ENSG00000273585_LINC02348"	0.00	0.00	0.00	0.00
"ENSG00000273586_OR10G1P"	0.00	0.00	0.00	0.00
"ENSG00000273587_SNORA78"	0.00	0.00	0.00	0.00
"ENSG00000273588_AC093838.1"	0.00	0.00	0.00	0.00
"ENSG00000273589_AC008175.2"	0.00	0.00	0.00	0.00
"ENSG00000273590_SMIM11B"	111.83	24.22	80.05	122.10
"ENSG00000273591_7SK"	0.00	0.00	0.00	0.00
"ENSG00000273593_MIR7160"	0.00	0.00	0.00	0.00
"ENSG00000273595_AC092106.3"	0.00	0.00	0.00	0.00
"ENSG00000273596_ST7-OT4_1"	0.00	0.00	0.00	0.67
"ENSG00000273597_AL355377.1"	1.00	0.00	0.00	0.00
"ENSG00000273598_AC211486.3"	2.35	0.00	0.18	1.14
"ENSG00000273599_AL731571.1"	42.00	32.00	37.00	55.00
"ENSG00000273600_AP001877.1"	0.00	0.00	0.00	0.00
"ENSG00000273604_EPOP"	56.00	38.00	50.00	64.00
"ENSG00000273606_MIR6776"	0.00	0.00	0.00	0.00
"ENSG00000273609_AC005562.2"	0.00	0.00	0.00	0.00
"ENSG00000273610_RN7SL386P"	0.00	0.00	0.00	0.00
"ENSG00000273611_ZNHIT3"	236.00	228.00	262.00	291.00
"ENSG00000273612_DLEU2_4"	0.00	0.00	0.00	0.00
"ENSG00000273613_MIR6511A4"	0.00	0.00	0.00	0.00
"ENSG00000273614_SNORA11"	0.00	0.00	0.00	0.00
"ENSG00000273618_AL135999.2"	0.00	0.00	1.00	0.00
"ENSG00000273619_AL121832.2"	4.00	5.00	9.00	19.00
"ENSG00000273621_uc_338"	7.00	5.00	7.00	6.00
"ENSG00000273623_TP53TG1_1"	4.00	1.00	5.00	3.00
"ENSG00000273627_MIR4726"	0.00	0.00	0.00	0.00
"ENSG00000273628_AL354798.1"	0.00	0.00	0.00	0.00
"ENSG00000273629_U7"	0.00	0.00	0.00	0.00
"ENSG00000273634_AC079395.2"	0.00	0.00	0.00	0.00
"ENSG00000273637_AL139260.2"	0.00	0.00	0.00	0.00
"ENSG00000273639_AL512310.12"	0.00	0.00	0.00	0.00
"ENSG00000273640_WBP1LP8"	0.00	0.00	0.00	0.00
"ENSG00000273643_PPP1R26P2"	0.00	0.00	2.00	0.00
"ENSG00000273644_AC215522.1"	0.00	0.00	0.00	0.00
"ENSG00000273648_MIR8065"	0.00	0.00	0.00	0.00
"ENSG00000273650_AC100793.4"	1.00	0.00	1.00	1.00
"ENSG00000273654_AC020904.2"	9.17	5.03	5.03	3.04
"ENSG00000273657_MIR6792"	0.00	0.00	0.00	0.00
"ENSG00000273658_uc_338"	0.00	0.00	0.00	0.00
"ENSG00000273659_AC108125.1"	0.00	0.00	0.00	0.00
"ENSG00000273664_AC010776.3"	0.00	0.00	0.00	0.00
"ENSG00000273668_AL136317.1"	0.00	0.00	0.00	0.00
"ENSG00000273669_AC015819.1"	4.00	0.00	7.00	5.00
"ENSG00000273674_AC021752.1"	0.00	0.00	0.00	0.00
"ENSG00000273675_AL118556.2"	0.00	0.00	0.00	0.00
"ENSG00000273677_WT1-AS_2"	0.00	0.00	0.00	0.00
"ENSG00000273679_AC100757.1"	0.00	0.00	1.00	0.00
"ENSG00000273680_AC009318.2"	1.00	2.00	1.00	3.00
"ENSG00000273682_AC109583.2"	0.00	0.00	0.00	0.00
"ENSG00000273687_AC004223.4"	0.00	0.00	0.00	0.00
"ENSG00000273691_AC087284.1"	0.00	0.00	0.00	0.00
"ENSG00000273692_AL050303.2"	0.00	0.00	0.00	0.00
"ENSG00000273693_C2orf27AP1"	0.00	0.00	0.00	0.00
"ENSG00000273694_U2"	0.00	0.00	0.00	0.00
"ENSG00000273696_CT45A7"	0.00	0.00	0.00	0.00
"ENSG00000273698_MRPL57P1"	0.00	0.00	0.00	0.00
"ENSG00000273700_MIR6760"	0.00	0.00	0.00	0.00
"ENSG00000273701_PART1_1"	0.00	0.00	0.00	0.00
"ENSG00000273702_AC091271.1"	9.00	5.00	14.00	10.00
"ENSG00000273703_HIST1H2BM"	0.00	0.00	0.00	0.00
"ENSG00000273704_AL596245.1"	0.00	0.00	0.00	0.00
"ENSG00000273706_LHX1"	0.00	1.00	0.00	1.00
"ENSG00000273709_U2"	0.00	0.00	0.00	0.00
"ENSG00000273710_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273711_AC005520.5"	0.00	0.00	0.00	0.00
"ENSG00000273712_AL021997.2"	0.00	0.00	0.00	0.00
"ENSG00000273716_AC092670.1"	0.00	0.00	0.00	0.00
"ENSG00000273717_RN7SL343P"	0.00	0.00	0.00	0.00
"ENSG00000273719_AL359547.2"	0.00	0.00	0.00	0.00
"ENSG00000273720_AC091812.2"	1.00	0.00	0.00	0.00
"ENSG00000273721_AC087385.3"	0.00	0.00	0.00	0.00
"ENSG00000273723_AL139089.1"	6.00	1.00	9.00	6.00
"ENSG00000273724_AC106782.5"	1.00	0.00	0.00	0.00
"ENSG00000273725_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273727_U1"	0.00	0.00	0.00	0.00
"ENSG00000273729_AC007686.3"	25.00	25.00	15.00	35.00
"ENSG00000273731_AC007967.4"	0.00	0.00	0.00	0.00
"ENSG00000273732_VN1R74P"	0.00	0.00	0.00	0.00
"ENSG00000273733_AC011472.4"	2.00	0.00	0.00	1.00
"ENSG00000273734_AC005258.1"	0.00	0.00	0.00	0.00
"ENSG00000273736_AC244100.1"	0.00	0.00	0.00	0.00
"ENSG00000273742_MIR6075"	0.00	0.00	0.00	0.00
"ENSG00000273744_U4"	0.00	0.00	0.00	0.00
"ENSG00000273745_MIR6870"	0.00	0.00	0.00	0.00
"ENSG00000273746_AC234791.1"	0.00	0.00	0.00	0.00
"ENSG00000273747_AC022558.3"	0.00	0.00	3.00	1.00
"ENSG00000273749_CYFIP1"	2234.00	1959.00	1863.00	2471.00
"ENSG00000273750_HOXB13-AS1_1"	0.00	0.00	0.00	0.00
"ENSG00000273756_AC100756.3"	0.00	0.00	0.00	0.00
"ENSG00000273758_MIR6790"	0.00	0.00	0.00	0.00
"ENSG00000273759_AL117379.1"	1.00	1.00	3.00	1.00
"ENSG00000273760_AC245041.1"	0.00	0.00	0.00	0.00
"ENSG00000273762_AC011155.1"	0.00	0.00	0.00	0.00
"ENSG00000273763_AC007318.2"	0.00	1.00	0.00	0.00
"ENSG00000273765_AC024257.4"	0.00	0.00	0.00	0.00
"ENSG00000273767_ZNRD1-AS1_2"	0.00	0.00	0.00	0.00
"ENSG00000273768_U1"	0.11	0.00	0.00	0.22
"ENSG00000273769_LCA10"	0.00	0.00	0.00	0.00
"ENSG00000273771_AC024337.2"	1.00	1.00	2.00	2.00
"ENSG00000273773_AC244107.2"	0.00	0.00	0.00	0.00
"ENSG00000273776_MIR6126"	0.00	0.00	0.00	0.00
"ENSG00000273777_CEACAM20"	0.00	1.00	0.00	0.00
"ENSG00000273778_MIR6765"	0.00	0.00	0.00	0.00
"ENSG00000273782_UCA1"	0.00	0.00	0.00	0.00
"ENSG00000273783_AL136040.2"	3.00	2.00	0.00	1.00
"ENSG00000273784_AL137058.2"	21.67	8.79	30.98	24.35
"ENSG00000273786_AC020658.4"	1.00	0.00	1.00	0.00
"ENSG00000273788_U3"	0.00	0.00	0.00	0.00
"ENSG00000273791_AC007204.1"	0.00	0.00	0.00	0.00
"ENSG00000273792_AC022898.2"	0.00	0.00	0.00	1.00
"ENSG00000273796_BX322562.1"	17.00	21.00	12.00	16.00
"ENSG00000273797_AL133445.2"	1.00	0.00	0.00	2.00
"ENSG00000273800_AC119619.1"	0.00	0.00	0.00	0.00
"ENSG00000273802_HIST1H2BG"	15.00	8.00	21.00	12.00
"ENSG00000273804_AC138932.4"	0.00	0.00	0.00	0.00
"ENSG00000273805_AC083805.3"	0.00	0.00	0.00	0.00
"ENSG00000273806_AL137847.3"	0.00	0.00	0.00	0.00
"ENSG00000273812_BX640514.2"	3.00	0.00	2.00	3.00
"ENSG00000273813_AC123788.2"	0.00	0.00	0.00	0.00
"ENSG00000273816_AC005695.3"	0.00	0.00	0.00	0.00
"ENSG00000273818_RN7SL673P"	0.00	0.00	0.00	0.00
"ENSG00000273819_ENPP7P7"	0.00	0.00	0.00	0.00
"ENSG00000273820_USP27X"	34.00	47.00	42.00	47.00
"ENSG00000273821_AL096828.3"	2.00	0.00	2.00	2.00
"ENSG00000273824_AC008033.3"	0.00	0.00	0.00	0.00
"ENSG00000273825_FP700111.2"	0.00	0.00	0.00	0.00
"ENSG00000273828_AL133227.1"	0.00	0.00	0.00	0.00
"ENSG00000273829_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273830_MIR7843"	0.00	0.00	0.00	0.00
"ENSG00000273835_SNORD115-13"	0.00	0.00	0.00	0.00
"ENSG00000273836_MIR6842"	0.00	0.00	0.00	0.00
"ENSG00000273837_AC018755.4"	0.00	1.00	0.00	0.00
"ENSG00000273838_AL109954.2"	0.00	0.00	0.00	0.00
"ENSG00000273840_AF254983.1"	0.00	0.00	0.00	0.00
"ENSG00000273841_TAF9"	722.55	633.37	748.75	727.20
"ENSG00000273844_AL139418.1"	0.00	0.00	0.00	0.00
"ENSG00000273846_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273849_SDR42E1P4"	0.00	0.00	0.00	0.00
"ENSG00000273851_AC027088.4"	0.00	0.00	0.00	0.00
"ENSG00000273853_AC023158.2"	0.00	0.00	0.00	0.00
"ENSG00000273855_AC020658.5"	1.00	2.00	2.00	1.00
"ENSG00000273858_AC140113.4"	0.00	0.00	0.00	0.00
"ENSG00000273860_AC024581.2"	0.00	0.00	0.00	0.00
"ENSG00000273863_AC010678.1"	0.00	0.00	0.00	0.00
"ENSG00000273866_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273870_AL138721.1"	0.00	0.00	0.00	0.00
"ENSG00000273872_SLC25A15P4"	0.00	0.00	0.00	0.00
"ENSG00000273874_MIR6859-2"	0.00	0.00	0.00	0.00
"ENSG00000273876_AC019176.2"	0.00	0.00	0.00	0.00
"ENSG00000273877_AC236972.3"	0.00	0.00	0.00	0.00
"ENSG00000273882_MIR8066"	0.00	0.00	0.00	0.00
"ENSG00000273885_snoU2-30"	0.00	0.00	0.00	0.00
"ENSG00000273886_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273888_FRMD6-AS1"	8.00	12.00	2.00	9.00
"ENSG00000273890_AC034102.8"	0.00	0.00	0.00	0.00
"ENSG00000273891_AL731566.1"	10.00	9.00	8.00	16.00
"ENSG00000273893_AL133520.1"	2.00	4.00	1.00	2.00
"ENSG00000273894_SLC20A1P2"	0.00	0.00	0.00	0.00
"ENSG00000273897_AC211476.3"	0.00	0.00	0.00	0.00
"ENSG00000273898_MIR6798"	0.00	0.00	0.00	0.00
"ENSG00000273899_NOL12"	221.00	175.00	200.00	192.00
"ENSG00000273900_CR848007.3"	0.00	0.00	0.00	0.00
"ENSG00000273901_AC012313.9"	1.00	1.00	0.00	0.00
"ENSG00000273904_Hammerhead_HH10"	0.00	0.00	0.00	0.00
"ENSG00000273906_AC011297.1"	0.00	0.00	0.00	0.00
"ENSG00000273907_CA15P2"	0.00	0.00	0.00	0.00
"ENSG00000273908_WT1-AS_7"	0.00	0.00	0.00	0.00
"ENSG00000273912_MIR8068"	0.00	0.00	0.00	0.00
"ENSG00000273913_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273919_AL450423.1"	0.00	0.00	0.00	0.00
"ENSG00000273920_AC103858.2"	0.00	0.00	0.00	0.00
"ENSG00000273923_AC104260.1"	1.00	0.00	0.00	0.00
"ENSG00000273925_AC084757.4"	0.00	0.00	0.00	0.00
"ENSG00000273927_Y_RNA"	0.00	0.00	0.00	0.00
"ENSG00000273932_MIR6877"	0.00	0.00	0.00	0.00
"ENSG00000273933_AL513485.1"	0.00	0.00	0.00	0.00
"ENSG00000273940_RN7SL722P"	0.00	0.00	0.00	0.00
"ENSG00000273942_RMST_2"	0.00	0.00	0.00	0.00
"ENSG00000273945_MIR6853"	0.00	0.00	0.00	0.00
"ENSG00000273946_RN7SL733P"	0.00	0.00	0.00	0.00
"ENSG00000273948_SMCR2_1"	0.00	0.00	0.00	0.00
"ENSG00000273950_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273951_AL031667.3"	1.00	1.00	0.00	0.00
"ENSG00000273956_AC005632.4"	0.00	0.00	0.00	0.00
"ENSG00000273957_AC113385.2"	0.00	0.00	0.00	0.00
"ENSG00000273958_AC009560.1"	0.00	1.00	0.00	3.00
"ENSG00000273961_HOXA11-AS1_1"	0.00	0.00	0.00	0.00
"ENSG00000273962_IGKV2-40"	0.00	0.00	0.00	0.00
"ENSG00000273963_ENPP7P14"	0.00	0.00	0.00	0.00
"ENSG00000273964_Y_RNA"	0.00	0.00	0.00	0.00
"ENSG00000273965_AC243654.1"	0.00	0.00	0.00	0.00
"ENSG00000273966_pRNA"	0.00	0.00	0.00	0.00
"ENSG00000273971_AC009163.6"	0.00	0.00	0.00	0.00
"ENSG00000273972_AC068722.2"	0.00	0.00	0.00	0.00
"ENSG00000273973_AC025162.2"	0.00	1.00	0.00	1.00
"ENSG00000273974_FTX_2"	0.00	0.00	0.00	0.00
"ENSG00000273975_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273976_GOLGA6L1"	0.00	0.00	0.00	0.00
"ENSG00000273978_AC005066.1"	0.00	0.00	0.00	0.00
"ENSG00000273979_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273980_AL592071.1"	0.00	0.00	0.00	0.00
"ENSG00000273981_RN7SL106P"	0.00	0.00	0.00	0.00
"ENSG00000273982_AC005746.3"	0.00	0.00	0.00	0.00
"ENSG00000273983_HIST1H3G"	1.00	0.00	1.00	0.00
"ENSG00000273986_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000273987_AC121761.2"	1.00	0.00	0.00	2.00
"ENSG00000273988_AL450472.3"	0.00	0.00	0.00	0.00
"ENSG00000273989_AC022079.1"	0.00	0.00	0.00	1.00
"ENSG00000273994_SDR42E1P1"	0.00	0.00	0.00	0.00
"ENSG00000273997_AL355365.1"	0.00	0.00	0.00	0.00
"ENSG00000273998_AL049794.1"	0.00	0.00	0.00	0.00
"ENSG00000273999_RBM17P2"	0.00	1.00	0.00	0.00
"ENSG00000274001_AL512506.1"	1.00	0.00	0.00	2.00
"ENSG00000274002_AL135999.3"	0.00	0.00	0.00	0.00
"ENSG00000274004_H19_3"	0.00	0.00	0.00	0.00
"ENSG00000274006_DLG2-AS1_1"	0.00	0.00	0.00	0.00
"ENSG00000274008_Metazoa_SRP"	0.00	1.00	0.00	0.00
"ENSG00000274010_AC006011.2"	0.00	1.00	0.00	0.00
"ENSG00000274011_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000274012_RN7SL2"	13.12	19.31	11.82	23.58
"ENSG00000274015_AL136038.5"	3.00	0.00	0.00	0.00
"ENSG00000274017_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000274019_AC239804.2"	0.00	0.00	0.00	0.00
"ENSG00000274020_LINC01138"	0.00	0.00	2.07	5.00
"ENSG00000274021_AC024909.3"	252.00	267.00	212.00	294.00
"ENSG00000274022_AL121873.1"	0.00	0.00	0.00	0.00
"ENSG00000274023_AL360169.2"	0.00	0.00	0.00	0.00
"ENSG00000274024_AL590282.1"	0.00	0.00	1.00	1.00
"ENSG00000274025_MIR3670-4"	0.00	0.00	0.00	0.00
"ENSG00000274026_FAM27E3"	19.00	16.00	24.00	14.00
"ENSG00000274028_AC009237.16"	0.00	0.00	0.00	0.00
"ENSG00000274029_AC069209.1"	1.00	2.00	2.00	1.00
"ENSG00000274031_AC092140.2"	0.00	1.00	1.00	1.00
"ENSG00000274033_AC006539.3"	0.00	0.00	0.00	0.00
"ENSG00000274034_MIR6813"	0.00	0.00	0.00	0.00
"ENSG00000274038_AC007014.2"	0.00	0.00	0.00	1.00
"ENSG00000274044_LINC01660"	0.50	0.00	0.00	0.00
"ENSG00000274046_Y_RNA"	0.00	0.00	0.00	0.00
"ENSG00000274049_INO80B-WBP1"	89.36	75.59	122.63	180.14
"ENSG00000274051_uc_338"	0.00	0.00	0.00	0.00
"ENSG00000274052_OR7E156P"	0.00	0.00	0.00	0.00
"ENSG00000274054_MIR4727"	0.00	0.00	0.00	0.00
"ENSG00000274055_CDKN2B-AS_3"	0.00	0.00	0.97	0.00
"ENSG00000274056_MIR6507"	0.00	0.00	0.00	0.00
"ENSG00000274059_5S_rRNA"	0.00	0.00	0.00	0.00
"ENSG00000274060_MIR6724-2"	0.00	0.00	0.00	0.00
"ENSG00000274062_U2"	0.00	0.00	0.00	0.00
"ENSG00000274064_AC040978.1"	0.00	0.00	0.00	0.00
"ENSG00000274066_MIR6514"	0.00	0.00	0.00	0.00
"ENSG00000274067_FP885919.1"	0.00	1.00	0.00	0.00
"ENSG00000274068_AL449266.1"	0.00	0.00	0.00	0.00
"ENSG00000274070_CASTOR2"	16.13	17.12	17.04	23.20
"ENSG00000274072_mascRNA-menRNA"	0.00	0.00	0.00	0.00
"ENSG00000274075_uc_338"	0.00	0.00	0.00	0.00
"ENSG00000274076_RN7SL539P"	0.00	0.00	0.00	0.00
"ENSG00000274079_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000274080_AC005089.1"	0.00	0.00	0.00	0.00
"ENSG00000274086_FMR1-AS1_2"	0.00	0.00	0.00	0.00
"ENSG00000274090_AL354821.1"	0.00	0.00	0.00	0.00
"ENSG00000274091_SNORD1C"	0.00	0.00	0.00	0.00
"ENSG00000274092_AC106739.1"	8.00	3.00	13.00	9.00
"ENSG00000274093_AC009032.1"	0.00	0.00	0.00	0.00
"ENSG00000274097_5S_rRNA"	0.00	0.00	0.00	0.00
"ENSG00000274098_RN7SL787P"	0.00	0.00	0.00	0.00
"ENSG00000274099_ABCB10P1"	0.00	0.00	0.00	0.00
"ENSG00000274100_AL627230.1"	0.00	0.00	0.00	0.00
"ENSG00000274102_OR4M2"	0.00	0.00	0.00	0.00
"ENSG00000274104_AC020910.4"	0.00	1.00	2.00	4.00
"ENSG00000274105_AC084824.3"	0.00	0.00	1.00	1.00
"ENSG00000274111_MIR6777"	0.00	0.00	0.00	0.00
"ENSG00000274114_AC004706.3"	2.00	0.00	0.00	0.00
"ENSG00000274115_MIR6081"	0.00	0.00	0.00	0.00
"ENSG00000274116_AC090132.2"	0.00	0.00	0.00	0.00
"ENSG00000274118_Y_RNA"	0.00	0.00	0.00	0.00
"ENSG00000274121_DISC2"	0.00	0.00	0.00	0.00
"ENSG00000274124_AC074029.3"	1.00	0.00	0.00	0.00
"ENSG00000274127_uc_338"	0.00	0.00	0.00	0.00
"ENSG00000274128_AC027807.2"	0.00	0.00	0.00	0.00
"ENSG00000274133_AC083849.1"	0.00	0.00	0.00	0.00
"ENSG00000274134_MIR6774"	0.00	0.00	0.00	0.00
"ENSG00000274135_Metazoa_SRP"	0.00	0.00	0.00	0.00
"ENSG00000274139_AC090164.2"	0.00	0.00	0.00	0.00
"ENSG00000274149_AC072046.2"	0.00	0.00	0.00	0.00
"ENSG00000274150_FADS2P1"	0.00	0.00	0.00	0.00
"ENSG00000274154_AC114781.5"	0.00	0.00	0.00	0.00
"ENSG00000274156_AC008121.2"	0.00	0.00	1.00	1.00
"ENSG00000274157_AL591471.1"	0.00	0.00	0.00	0.00
"ENSG00000274159_AL133243.1"	0.00	0.00	0.00	0.00
"ENSG00000274162_SNX18P1Y"	1.00	0.00	0.00	0.00
"ENSG00000274164_RNA5SP439"	0.00	0.00	0.00	0.00
"ENSG00000274167_AL031601.2"	0.00	0.00	0.00	0.00
"ENSG00000274168_RN7SL585P"	0.00	0.00	0.00	0.00
"ENSG00000274170_RFPL3-AS1_2"	0.00	0.00	0.00	0.00
"ENSG00000274172_MIR8071-1"	0.00	0.00	0.00	0.00
"ENSG00000274173_AL035661.1"	0.00	0.00	0.00	0.00
